State Weekly Claims for Unemplyment Insurance Data Not Seasonally Adjusted,,,,,,,,,
California,07/10/2010,"72,591",07/03/2010,"594,123","14,369,803",4.13,,,
California,07/17/2010,"92,400",07/10/2010,"650,059","14,369,803",4.52,,,
California,07/24/2010,"73,293",07/17/2010,"663,027","14,369,803",4.61,,,
California,07/31/2010,"72,028",07/24/2010,"677,080","14,369,803",4.71,,,
California,08/07/2010,"76,421",07/31/2010,"647,228","14,369,803",4.5,,,
California,08/14/2010,"71,146",08/07/2010,"639,786","14,369,803",4.45,,,
California,08/21/2010,"65,163",08/14/2010,"618,870","14,369,803",4.31,,,
California,08/28/2010,"61,036",08/21/2010,"627,317","14,369,803",4.37,,,
California,09/04/2010,"61,371",08/28/2010,"608,620","14,369,803",4.24,,,
California,09/11/2010,"50,617",09/04/2010,"560,165","14,369,803",3.9,,,
California,09/18/2010,"65,770",09/11/2010,"594,082","14,369,803",4.13,,,
California,09/25/2010,"74,730",09/18/2010,"591,917","14,369,803",4.12,,,
California,10/02/2010,"68,599",09/25/2010,"580,184","14,369,803",4.04,,,
California,10/09/2010,"76,528",10/02/2010,"561,257","14,229,335",3.94,,,
California,10/16/2010,"62,827",10/09/2010,"555,991","14,229,335",3.91,,,
California,10/23/2010,"66,582",10/16/2010,"583,507","14,229,335",4.1,,,
California,10/30/2010,"72,969",10/23/2010,"581,664","14,229,335",4.09,,,
California,11/06/2010,"72,806",10/30/2010,"579,215","14,229,335",4.07,,,
California,11/13/2010,"67,762",11/06/2010,"555,461","14,229,335",3.9,,,
California,11/20/2010,"72,204",11/13/2010,"590,665","14,229,335",4.15,,,
California,11/27/2010,"63,884",11/20/2010,"522,878","14,229,335",3.67,,,
California,12/04/2010,"77,469",11/27/2010,"617,098","14,229,335",4.34,,,
California,12/11/2010,"78,671",12/04/2010,"606,427","14,229,335",4.26,,,
California,12/18/2010,"71,015",12/11/2010,"623,619","14,229,335",4.38,,,
California,12/25/2010,"86,987",12/18/2010,"589,274","14,229,335",4.14,,,
California,01/01/2011,"73,293",12/25/2010,"603,897","14,229,335",4.24,,,
California,01/08/2011,"90,829",01/01/2011,"645,820","14,173,472",4.56,,,
California,01/15/2011,"76,520",01/08/2011,"679,492","14,173,472",4.79,,,
California,01/22/2011,"62,745",01/15/2011,"594,074","14,173,472",4.19,,,
California,01/29/2011,"75,019",01/22/2011,"650,368","14,173,472",4.59,,,
California,02/05/2011,"73,325",01/29/2011,"642,559","14,173,472",4.53,,,
California,02/12/2011,"70,262",02/05/2011,"627,285","14,173,472",4.43,,,
California,02/19/2011,"68,060",02/12/2011,"660,214","14,173,472",4.66,,,
California,02/26/2011,"55,330",02/19/2011,"572,701","14,173,472",4.04,,,
California,03/05/2011,"68,718",02/26/2011,"643,518","14,173,472",4.54,,,
California,03/12/2011,"63,228",03/05/2011,"614,229","14,173,472",4.33,,,
California,03/19/2011,"61,078",03/12/2011,"626,105","14,173,472",4.42,,,
California,03/26/2011,"64,658",03/19/2011,"603,901","14,173,472",4.26,,,
California,04/02/2011,"56,563",03/26/2011,"610,500","14,173,472",4.31,,,
California,04/09/2011,"82,209",04/02/2011,"584,805","14,155,103",4.13,,,
California,04/16/2011,"64,192",04/09/2011,"591,037","14,155,103",4.18,,,
California,04/23/2011,"63,828",04/16/2011,"579,312","14,155,103",4.09,,,
California,04/30/2011,"60,683",04/23/2011,"568,128","14,155,103",4.01,,,
California,05/07/2011,"64,698",04/30/2011,"573,156","14,155,103",4.05,,,
California,05/14/2011,"57,870",05/07/2011,"546,868","14,155,103",3.86,,,
California,05/21/2011,"64,923",05/14/2011,"548,959","14,155,103",3.88,,,
California,05/28/2011,"63,309",05/21/2011,"550,443","14,155,103",3.89,,,
California,06/04/2011,"60,799",05/28/2011,"484,936","14,155,103",3.43,,,
California,06/11/2011,"64,683",06/04/2011,"518,293","14,155,103",3.66,,,
California,06/18/2011,"69,076",06/11/2011,"534,857","14,155,103",3.78,,,
California,06/25/2011,"74,451",06/18/2011,"525,401","14,155,103",3.71,,,
California,07/02/2011,"76,392",06/25/2011,"534,804","14,155,103",3.78,,,
California,07/09/2011,"60,641",07/02/2011,"486,509","14,170,992",3.43,,,
California,07/16/2011,"81,454",07/09/2011,"557,226","14,170,992",3.93,,,
California,07/23/2011,"57,765",07/16/2011,"561,808","14,170,992",3.96,,,
California,07/30/2011,"56,781",07/23/2011,"557,342","14,170,992",3.93,,,
California,08/06/2011,"64,629",07/30/2011,"550,783","14,170,992",3.89,,,
California,08/13/2011,"53,717",08/06/2011,"527,554","14,170,992",3.72,,,
California,08/20/2011,"54,332",08/13/2011,"538,684","14,170,992",3.8,,,
California,08/27/2011,"57,669",08/20/2011,"523,603","14,170,992",3.69,,,
California,09/03/2011,"57,093",08/27/2011,"524,095","14,170,992",3.7,,,
California,09/10/2011,"53,772",09/03/2011,"475,227","14,170,992",3.35,,,
California,09/17/2011,"54,840",09/10/2011,"502,303","14,170,992",3.54,,,
California,09/24/2011,"53,619",09/17/2011,"489,962","14,170,992",3.46,,,
California,10/01/2011,"56,146",09/24/2011,"484,625","14,170,992",3.42,,,
California,10/08/2011,"70,028",10/01/2011,"472,893","14,206,272",3.33,,,
California,10/15/2011,"61,086",10/08/2011,"470,559","14,206,272",3.31,,,
California,10/22/2011,"68,262",10/15/2011,"487,093","14,206,272",3.43,,,
California,10/29/2011,"62,629",10/22/2011,"494,044","14,206,272",3.48,,,
California,11/05/2011,"64,078",10/29/2011,"491,546","14,206,272",3.46,,,
California,11/12/2011,"54,696",11/05/2011,"464,388","14,206,272",3.27,,,
California,11/19/2011,"73,916",11/12/2011,"529,514","14,206,272",3.73,,,
California,11/26/2011,"46,476",11/19/2011,"420,655","14,206,272",2.96,,,
California,12/03/2011,"74,256",11/26/2011,"575,228","14,206,272",4.05,,,
California,12/10/2011,"58,673",12/03/2011,"538,828","14,206,272",3.79,,,
California,12/17/2011,"63,427",12/10/2011,"539,118","14,206,272",3.79,,,
California,12/24/2011,"79,917",12/17/2011,"528,551","14,206,272",3.72,,,
California,12/31/2011,"55,948",12/24/2011,"516,961","14,206,272",3.64,,,
California,01/07/2012,"78,116",12/31/2011,"536,704","14,206,272",3.78,,,
California,01/14/2012,"79,798",01/07/2012,"571,648","14,214,535",4.02,,,
California,01/21/2012,"59,100",01/14/2012,"568,109","14,214,535",4,,,
California,01/28/2012,"63,671",01/21/2012,"570,411","14,214,535",4.01,,,
California,02/04/2012,"69,535",01/28/2012,"582,587","14,214,535",4.1,,,
California,02/11/2012,"61,073",02/04/2012,"566,150","14,214,535",3.98,,,
California,02/18/2012,"59,621",02/11/2012,"579,713","14,214,535",4.08,,,
California,02/25/2012,"55,090",02/18/2012,"547,636","14,214,535",3.85,,,
California,03/03/2012,"59,410",02/25/2012,"575,234","14,214,535",4.05,,,
California,03/10/2012,"54,714",03/03/2012,"579,410","14,214,535",4.08,,,
California,03/17/2012,"53,111",03/10/2012,"560,516","14,214,535",3.94,,,
California,03/24/2012,"55,310",03/17/2012,"562,420","14,214,535",3.96,,,
California,03/31/2012,"54,627",03/24/2012,"560,127","14,214,535",3.94,,,
California,04/07/2012,"61,214",03/31/2012,"542,385","14,214,535",3.82,,,
California,04/14/2012,"64,274",04/07/2012,"543,929","14,265,490",3.81,,,
California,04/21/2012,"63,217",04/14/2012,"546,327","14,265,490",3.83,,,
California,04/28/2012,"56,427",04/21/2012,"532,644","14,265,490",3.73,,,
California,05/05/2012,"58,040",04/28/2012,"523,775","14,265,490",3.67,,,
California,05/12/2012,"54,562",05/05/2012,"508,470","14,265,490",3.56,,,
California,05/19/2012,"57,278",05/12/2012,"510,048","14,265,490",3.58,,,
California,05/26/2012,"56,934",05/19/2012,"481,791","14,265,490",3.38,,,
California,06/02/2012,"52,766",05/26/2012,"464,868","14,265,490",3.26,,,
California,06/09/2012,"65,753",06/02/2012,"474,722","14,265,490",3.33,,,
California,06/16/2012,"57,737",06/09/2012,"483,295","14,265,490",3.39,,,
California,06/23/2012,"65,976",06/16/2012,"477,201","14,265,490",3.35,,,
California,06/30/2012,"67,021",06/23/2012,"477,971","14,265,490",3.35,,,
California,07/07/2012,"58,005",06/30/2012,"446,885","14,265,490",3.13,,,
California,07/14/2012,"84,249",07/07/2012,"492,307","14,313,238",3.44,,,
California,07/21/2012,"52,142",07/14/2012,"511,942","14,313,238",3.58,,,
California,07/28/2012,"47,404",07/21/2012,"506,841","14,313,238",3.54,,,
California,08/04/2012,"50,473",07/28/2012,"500,102","14,313,238",3.49,,,
California,08/11/2012,"58,414",08/04/2012,"497,159","14,313,238",3.47,,,
California,08/18/2012,"52,865",08/11/2012,"482,250","14,313,238",3.37,,,
California,08/25/2012,"51,108",08/18/2012,"495,432","14,313,238",3.46,,,
California,09/01/2012,"51,062",08/25/2012,"477,821","14,313,238",3.34,,,
California,09/08/2012,"42,899",09/01/2012,"437,339","14,313,238",3.06,,,
California,09/15/2012,"61,421",09/08/2012,"449,337","14,313,238",3.14,,,
California,09/22/2012,"47,894",09/15/2012,"464,722","14,313,238",3.25,,,
California,09/29/2012,"49,963",09/22/2012,"448,847","14,313,238",3.14,,,
California,10/06/2012,"44,984",09/29/2012,"452,530","14,313,238",3.16,,,
California,10/13/2012,"71,919",10/06/2012,"428,546","14,405,801",2.97,,,
California,10/20/2012,"55,333",10/13/2012,"446,781","14,405,801",3.1,,,
California,10/27/2012,"56,472",10/20/2012,"457,896","14,405,801",3.18,,,
California,11/03/2012,"48,323",10/27/2012,"429,239","14,405,801",2.98,,,
California,11/10/2012,"73,016",11/03/2012,"465,727","14,405,801",3.23,,,
California,11/17/2012,"46,679",11/10/2012,"424,226","14,405,801",2.94,,,
California,11/24/2012,"39,626",11/17/2012,"386,244","14,405,801",2.68,,,
California,12/01/2012,"64,037",11/24/2012,"504,047","14,405,801",3.5,,,
California,12/08/2012,"69,989",12/01/2012,"480,087","14,405,801",3.33,,,
California,12/15/2012,"63,122",12/08/2012,"505,927","14,405,801",3.51,,,
California,12/22/2012,"51,333",12/15/2012,"488,724","14,405,801",3.39,,,
California,12/29/2012,"53,345",12/22/2012,"476,587","14,405,801",3.31,,,
California,01/05/2013,"62,036",12/29/2012,"495,994","14,405,801",3.44,,,
California,01/12/2013,"72,268",01/05/2013,"531,567","14,454,680",3.68,,,
California,01/19/2013,"68,650",01/12/2013,"513,167","14,454,680",3.55,,,
California,01/26/2013,"48,236",01/19/2013,"515,609","14,454,680",3.57,,,
California,02/02/2013,"60,020",01/26/2013,"548,829","14,454,680",3.8,,,
California,02/09/2013,"55,190",02/02/2013,"522,272","14,454,680",3.61,,,
California,02/16/2013,"81,873",02/09/2013,"556,801","14,454,680",3.85,,,
California,02/23/2013,"41,521",02/16/2013,"480,702","14,454,680",3.33,,,
California,03/02/2013,"53,241",02/23/2013,"540,456","14,454,680",3.74,,,
California,03/09/2013,"47,052",03/02/2013,"500,748","14,454,680",3.46,,,
California,03/16/2013,"50,059",03/09/2013,"530,818","14,454,680",3.67,,,
California,03/23/2013,"58,771",03/16/2013,"526,334","14,454,680",3.64,,,
California,03/30/2013,"56,110",03/23/2013,"547,144","14,454,680",3.79,,,
California,04/06/2013,"43,217",03/30/2013,"494,955","14,454,680",3.42,,,
California,04/13/2013,"67,520",04/06/2013,"494,422","14,577,342",3.39,,,
California,04/20/2013,"50,839",04/13/2013,"491,553","14,577,342",3.37,,,
California,04/27/2013,"47,118",04/20/2013,"465,720","14,577,342",3.19,,,
California,05/04/2013,"47,193",04/27/2013,"499,308","14,577,342",3.43,,,
California,05/11/2013,"62,253",05/04/2013,"478,472","14,577,342",3.28,,,
California,05/18/2013,"45,919",05/11/2013,"421,478","14,577,342",2.89,,,
California,05/25/2013,"54,541",05/18/2013,"473,416","14,577,342",3.25,,,
California,06/01/2013,"45,745",05/25/2013,"422,951","14,577,342",2.9,,,
California,06/08/2013,"44,536",06/01/2013,"420,814","14,577,342",2.89,,,
California,06/15/2013,"59,877",06/08/2013,"457,250","14,577,342",3.14,,,
California,06/22/2013,"66,058",06/15/2013,"443,420","14,577,342",3.04,,,
California,06/29/2013,"56,735",06/22/2013,"438,935","14,577,342",3.01,,,
California,07/06/2013,"52,470",06/29/2013,"460,771","14,577,342",3.16,,,
California,07/13/2013,"59,269",07/06/2013,"558,161","14,692,916",3.8,,,
California,07/20/2013,"66,992",07/13/2013,"504,844","14,692,916",3.44,,,
California,07/27/2013,"45,513",07/20/2013,"441,122","14,692,916",3,,,
California,08/03/2013,"49,228",07/27/2013,"498,413","14,692,916",3.39,,,
California,08/10/2013,"45,123",08/03/2013,"439,914","14,692,916",2.99,,,
California,08/17/2013,"50,990",08/10/2013,"484,069","14,692,916",3.29,,,
California,08/24/2013,"48,446",08/17/2013,"458,852","14,692,916",3.12,,,
California,08/31/2013,"43,458",08/24/2013,"424,986","14,692,916",2.89,,,
California,09/07/2013,"18,046",08/31/2013,"302,786","14,692,916",2.06,,,
California,09/14/2013,"40,657",09/07/2013,"306,763","14,692,916",2.09,,,
California,09/21/2013,"36,903",09/14/2013,"356,924","14,692,916",2.43,,,
California,09/28/2013,"37,948",09/21/2013,"441,211","14,692,916",3,,,
California,10/05/2013,"71,602",09/28/2013,"428,705","14,692,916",2.92,,,
California,10/12/2013,"83,383",10/05/2013,"375,783","14,813,922",2.54,,,
California,10/19/2013,"70,350",10/12/2013,"399,840","14,813,922",2.7,,,
California,10/26/2013,"65,890",10/19/2013,"442,939","14,813,922",2.99,,,
California,11/02/2013,"63,422",10/26/2013,"426,251","14,813,922",2.88,,,
California,11/09/2013,"68,159",11/02/2013,"384,958","14,813,922",2.6,,,
California,11/16/2013,"63,515",11/09/2013,"411,257","14,813,922",2.78,,,
California,11/23/2013,"71,841",11/16/2013,"459,808","14,813,922",3.1,,,
California,11/30/2013,"51,921",11/23/2013,"360,981","14,813,922",2.44,,,
California,12/07/2013,"73,797",11/30/2013,"505,600","14,813,922",3.41,,,
California,12/14/2013,"78,419",12/07/2013,"486,723","14,813,922",3.29,,,
California,12/21/2013,"72,990",12/14/2013,"497,644","14,813,922",3.36,,,
California,12/28/2013,"58,355",12/21/2013,"411,286","14,813,922",2.78,,,
California,01/04/2014,"54,871",12/28/2013,"472,222","14,813,922",3.19,,,
California,01/11/2014,"63,190",01/04/2014,"526,165","14,948,302",3.52,,,
California,01/18/2014,"74,898",01/11/2014,"526,131","14,948,302",3.52,,,
California,01/25/2014,"72,535",01/18/2014,"488,316","14,948,302",3.27,,,
California,02/01/2014,"62,904",01/25/2014,"515,291","14,948,302",3.45,,,
California,02/08/2014,"64,049",02/01/2014,"549,507","14,948,302",3.68,,,
California,02/15/2014,"69,881",02/08/2014,"545,367","14,948,302",3.65,,,
California,02/22/2014,"64,908",02/15/2014,"531,405","14,948,302",3.55,,,
California,03/01/2014,"59,143",02/22/2014,"546,744","14,948,302",3.66,,,
California,03/08/2014,"57,881",03/01/2014,"545,757","14,948,302",3.65,,,
California,03/15/2014,"61,070",03/08/2014,"542,770","14,948,302",3.63,,,
California,03/22/2014,"52,345",03/15/2014,"504,565","14,948,302",3.38,,,
California,03/29/2014,"69,971",03/22/2014,"534,434","14,948,302",3.58,,,
California,04/05/2014,"56,079",03/29/2014,"482,835","14,948,302",3.23,,,
California,04/12/2014,"65,292",04/05/2014,"469,187","15,023,327",3.12,,,
California,04/19/2014,"62,405",04/12/2014,"475,987","15,023,327",3.17,,,
California,04/26/2014,"61,168",04/19/2014,"486,463","15,023,327",3.24,,,
California,05/03/2014,"57,455",04/26/2014,"471,942","15,023,327",3.14,,,
California,05/10/2014,"49,804",05/03/2014,"451,843","15,023,327",3.01,,,
California,05/17/2014,"54,281",05/10/2014,"446,698","15,023,327",2.97,,,
California,05/24/2014,"53,111",05/17/2014,"431,112","15,023,327",2.87,,,
California,05/31/2014,"51,167",05/24/2014,"402,159","15,023,327",2.68,,,
California,06/07/2014,"61,102",05/31/2014,"425,034","15,023,327",2.83,,,
California,06/14/2014,"61,772",06/07/2014,"416,501","15,023,327",2.77,,,
California,06/21/2014,"62,327",06/14/2014,"414,824","15,023,327",2.76,,,
California,06/28/2014,"55,033",06/21/2014,"409,662","15,023,327",2.73,,,
California,07/05/2014,"51,025",06/28/2014,"390,393","15,023,327",2.6,,,
California,07/12/2014,"62,151",07/05/2014,"419,338","15,136,344",2.77,,,
California,07/19/2014,"55,929",07/12/2014,"421,331","15,136,344",2.78,,,
California,07/26/2014,"54,180",07/19/2014,"416,442","15,136,344",2.75,,,
California,08/02/2014,"44,936",07/26/2014,"416,489","15,136,344",2.75,,,
California,08/09/2014,"55,043",08/02/2014,"423,628","15,136,344",2.8,,,
California,08/16/2014,"46,272",08/09/2014,"399,371","15,136,344",2.64,,,
California,08/23/2014,"47,139",08/16/2014,"405,581","15,136,344",2.68,,,
California,08/30/2014,"48,702",08/23/2014,"390,512","15,136,344",2.58,,,
California,09/06/2014,"37,734",08/30/2014,"348,517","15,136,344",2.3,,,
California,09/13/2014,"43,003",09/06/2014,"365,470","15,136,344",2.41,,,
California,09/20/2014,"51,833",09/13/2014,"386,612","15,136,344",2.55,,,
California,09/27/2014,"44,118",09/20/2014,"370,329","15,136,344",2.45,,,
California,10/04/2014,"45,943",09/27/2014,"350,650","15,136,344",2.32,,,
California,10/11/2014,"46,671",10/04/2014,"354,764","15,245,478",2.33,,,
California,10/18/2014,"49,425",10/11/2014,"339,212","15,245,478",2.23,,,
California,10/25/2014,"52,364",10/18/2014,"385,623","15,245,478",2.53,,,
California,11/01/2014,"48,514",10/25/2014,"352,776","15,245,478",2.31,,,
California,11/08/2014,"58,026",11/01/2014,"386,772","15,245,478",2.54,,,
California,11/15/2014,"40,438",11/08/2014,"351,320","15,245,478",2.3,,,
California,11/22/2014,"59,611",11/15/2014,"386,060","15,245,478",2.53,,,
California,11/29/2014,"45,792",11/22/2014,"315,741","15,245,478",2.07,,,
California,12/06/2014,"51,843",11/29/2014,"448,997","15,245,478",2.95,,,
California,12/13/2014,"63,637",12/06/2014,"387,307","15,245,478",2.54,,,
California,12/20/2014,"47,498",12/13/2014,"429,063","15,245,478",2.81,,,
California,12/27/2014,"54,045",12/20/2014,"377,231","15,245,478",2.47,,,
California,01/03/2015,"40,784",12/27/2014,"420,154","15,245,478",2.76,,,
California,01/10/2015,"66,906",01/03/2015,"423,923","15,354,250",2.76,,,
California,01/17/2015,"62,191",01/10/2015,"464,163","15,354,250",3.02,,,
California,01/24/2015,"40,605",01/17/2015,"390,977","15,354,250",2.55,,,
California,01/31/2015,"58,673",01/24/2015,"468,557","15,354,250",3.05,,,
California,02/07/2015,"61,006",01/31/2015,"431,740","15,354,250",2.81,,,
California,02/14/2015,"46,871",02/07/2015,"452,876","15,354,250",2.95,,,
California,02/21/2015,"43,039",02/14/2015,"420,633","15,354,250",2.74,,,
California,02/28/2015,"47,589",02/21/2015,"453,566","15,354,250",2.95,,,
California,03/07/2015,"45,764",02/28/2015,"444,014","15,354,250",2.89,,,
California,03/14/2015,"46,784",03/07/2015,"432,241","15,354,250",2.82,,,
California,03/21/2015,"44,249",03/14/2015,"458,111","15,354,250",2.98,,,
California,03/28/2015,"43,250",03/21/2015,"419,464","15,354,250",2.73,,,
California,04/04/2015,"39,603",03/28/2015,"401,616","15,354,250",2.62,,,
California,04/11/2015,"50,178",04/04/2015,"384,669","15,525,569",2.48,,,
California,04/18/2015,"51,521",04/11/2015,"403,219","15,525,569",2.6,,,
California,04/25/2015,"47,303",04/18/2015,"411,700","15,525,569",2.65,,,
California,05/02/2015,"45,550",04/25/2015,"393,899","15,525,569",2.54,,,
California,05/09/2015,"45,289",05/02/2015,"397,919","15,525,569",2.56,,,
California,05/16/2015,"42,759",05/09/2015,"372,770","15,525,569",2.4,,,
California,05/23/2015,"42,678",05/16/2015,"375,918","15,525,569",2.42,,,
California,05/30/2015,"34,787",05/23/2015,"327,528","15,525,569",2.11,,,
California,06/06/2015,"45,704",05/30/2015,"368,285","15,525,569",2.37,,,
California,06/13/2015,"43,112",06/06/2015,"347,060","15,525,569",2.24,,,
California,06/20/2015,"45,297",06/13/2015,"358,319","15,525,569",2.31,,,
California,06/27/2015,"48,227",06/20/2015,"347,736","15,525,569",2.24,,,
California,07/04/2015,"53,941",06/27/2015,"372,194","15,525,569",2.4,,,
California,07/11/2015,"46,942",07/04/2015,"354,829","15,580,610",2.28,,,
California,07/18/2015,"48,890",07/11/2015,"356,765","15,580,610",2.29,,,
California,07/25/2015,"45,028",07/18/2015,"373,848","15,580,610",2.4,,,
California,08/01/2015,"41,871",07/25/2015,"365,036","15,580,610",2.34,,,
California,08/08/2015,"44,369",08/01/2015,"369,801","15,580,610",2.37,,,
California,08/15/2015,"44,200",08/08/2015,"354,167","15,580,610",2.27,,,
California,08/22/2015,"42,898",08/15/2015,"363,099","15,580,610",2.33,,,
California,08/29/2015,"41,597",08/22/2015,"355,479","15,580,610",2.28,,,
California,09/05/2015,"42,125",08/29/2015,"348,562","15,580,610",2.24,,,
California,09/12/2015,"36,839",09/05/2015,"322,058","15,580,610",2.07,,,
California,09/19/2015,"40,564",09/12/2015,"338,981","15,580,610",2.18,,,
California,09/26/2015,"40,180",09/19/2015,"336,664","15,580,610",2.16,,,
California,10/03/2015,"42,531",09/26/2015,"329,972","15,580,610",2.12,,,
California,10/10/2015,"44,298",10/03/2015,"313,322","15,685,876",2,,,
California,10/17/2015,"43,592",10/10/2015,"307,831","15,685,876",1.96,,,
California,10/24/2015,"45,861",10/17/2015,"329,502","15,685,876",2.1,,,
