State Weekly Claims for Unemplyment Insurance Data Not Seasonally Adjusted,,,,,,,,,
California,10/31/2015,"48,011",10/24/2015,"327,658","15,685,876",2.09,,,
California,11/07/2015,"47,675",10/31/2015,"331,961","15,685,876",2.12,,,
California,11/14/2015,"45,851",11/07/2015,"316,408","15,685,876",2.02,,,
California,11/21/2015,"53,792",11/14/2015,"351,182","15,685,876",2.24,,,
California,11/28/2015,"33,484",11/21/2015,"268,975","15,685,876",1.71,,,
California,12/05/2015,"55,971",11/28/2015,"425,481","15,685,876",2.71,,,
California,12/12/2015,"55,903",12/05/2015,"379,914","15,685,876",2.42,,,
California,12/19/2015,"53,000",12/12/2015,"387,490","15,685,876",2.47,,,
California,12/26/2015,"43,100",12/19/2015,"333,886","15,685,876",2.13,,,
California,01/02/2016,"40,909",12/26/2015,"378,586","15,685,876",2.41,,,
California,01/09/2016,"58,280",01/02/2016,"425,252","15,796,759",2.69,,,
California,01/16/2016,"74,705",01/09/2016,"421,761","15,796,759",2.67,,,
California,01/23/2016,"53,436",01/16/2016,"405,280","15,796,759",2.57,,,
California,01/30/2016,"50,563",01/23/2016,"426,884","15,796,759",2.7,,,
California,02/06/2016,"49,006",01/30/2016,"414,632","15,796,759",2.62,,,
California,02/13/2016,"47,599",02/06/2016,"417,123","15,796,759",2.64,,,
California,02/20/2016,"42,084",02/13/2016,"384,556","15,796,759",2.43,,,
California,02/27/2016,"46,430",02/20/2016,"435,303","15,796,759",2.76,,,
California,03/05/2016,"45,142",02/27/2016,"415,193","15,796,759",2.63,,,
California,03/12/2016,"46,501",03/05/2016,"427,541","15,796,759",2.71,,,
California,03/19/2016,"44,151",03/12/2016,"416,514","15,796,759",2.64,,,
California,03/26/2016,"43,613",03/19/2016,"411,440","15,796,759",2.6,,,
California,04/02/2016,"36,495",03/26/2016,"404,644","15,796,759",2.56,,,
California,04/09/2016,"49,058",04/02/2016,"385,140","15,932,223",2.42,,,
California,04/16/2016,"50,147",04/09/2016,"384,589","15,932,223",2.41,,,
California,04/23/2016,"46,601",04/16/2016,"393,885","15,932,223",2.47,,,
California,04/30/2016,"42,674",04/23/2016,"379,128","15,932,223",2.38,,,
California,05/07/2016,"41,853",04/30/2016,"373,021","15,932,223",2.34,,,
California,05/14/2016,"43,498",05/07/2016,"364,633","15,932,223",2.29,,,
California,05/21/2016,"40,546",05/14/2016,"359,256","15,932,223",2.25,,,
California,05/28/2016,"44,373",05/21/2016,"352,879","15,932,223",2.21,,,
California,06/04/2016,"35,335",05/28/2016,"315,430","15,932,223",1.98,,,
California,06/11/2016,"54,097",06/04/2016,"342,261","15,932,223",2.15,,,
California,06/18/2016,"44,571",06/11/2016,"344,787","15,932,223",2.16,,,
California,06/25/2016,"49,734",06/18/2016,"342,724","15,932,223",2.15,,,
California,07/02/2016,"45,915",06/25/2016,"354,923","15,932,223",2.23,,,
California,07/09/2016,"39,137",07/02/2016,"318,772","16,049,781",1.99,,,
California,07/16/2016,"44,078",07/09/2016,"358,938","16,049,781",2.24,,,
California,07/23/2016,"42,549",07/16/2016,"350,989","16,049,781",2.19,,,
California,07/30/2016,"43,036",07/23/2016,"358,923","16,049,781",2.24,,,
California,08/06/2016,"43,415",07/30/2016,"351,250","16,049,781",2.19,,,
California,08/13/2016,"41,738",08/06/2016,"354,052","16,049,781",2.21,,,
California,08/20/2016,"38,776",08/13/2016,"348,813","16,049,781",2.17,,,
California,08/27/2016,"40,404",08/20/2016,"359,363","16,049,781",2.24,,,
California,09/03/2016,"40,240",08/27/2016,"336,929","16,049,781",2.1,,,
California,09/10/2016,"35,613",09/03/2016,"317,781","16,049,781",1.98,,,
California,09/17/2016,"38,765",09/10/2016,"322,285","16,049,781",2.01,,,
California,09/24/2016,"38,021",09/17/2016,"322,607","16,049,781",2.01,,,
California,10/01/2016,"38,281",09/24/2016,"314,645","16,049,781",1.96,,,
California,10/08/2016,"43,422",10/01/2016,"320,241","16,170,165",1.98,,,
California,10/15/2016,"46,010",10/08/2016,"301,777","16,170,165",1.87,,,
California,10/22/2016,"44,406",10/15/2016,"319,330","16,170,165",1.97,,,
California,10/29/2016,"46,393",10/22/2016,"316,187","16,170,165",1.96,,,
California,11/05/2016,"47,345",10/29/2016,"320,612","16,170,165",1.98,,,
California,11/12/2016,"39,455",11/05/2016,"311,269","16,170,165",1.92,,,
California,11/19/2016,"53,669",11/12/2016,"353,912","16,170,165",2.19,,,
California,11/26/2016,"42,330",11/19/2016,"295,675","16,170,165",1.83,,,
California,12/03/2016,"53,810",11/26/2016,"383,139","16,170,165",2.37,,,
California,12/10/2016,"50,637",12/03/2016,"366,490","16,170,165",2.27,,,
California,12/17/2016,"50,254",12/10/2016,"377,184","16,170,165",2.33,,,
California,12/24/2016,"52,811",12/17/2016,"364,428","16,170,165",2.25,,,
California,12/31/2016,"37,975",12/24/2016,"349,709","16,170,165",2.16,,,
California,01/07/2017,"43,975",12/31/2016,"377,379","16,170,165",2.33,,,
California,01/14/2017,"60,959",01/07/2017,"419,806","16,288,780",2.58,,,
California,01/21/2017,"61,914",01/14/2017,"382,714","16,288,780",2.35,,,
California,01/28/2017,"53,825",01/21/2017,"429,836","16,288,780",2.64,,,
California,02/04/2017,"45,464",01/28/2017,"407,599","16,288,780",2.5,,,
California,02/11/2017,"49,677",02/04/2017,"422,195","16,288,780",2.59,,,
California,02/18/2017,"48,928",02/11/2017,"431,201","16,288,780",2.65,,,
California,02/25/2017,"43,328",02/18/2017,"400,795","16,288,780",2.46,,,
California,03/04/2017,"45,208",02/25/2017,"435,797","16,288,780",2.68,,,
California,03/11/2017,"45,766",03/04/2017,"434,160","16,288,780",2.67,,,
California,03/18/2017,"41,002",03/11/2017,"400,481","16,288,780",2.46,,,
California,03/25/2017,"42,605",03/18/2017,"416,245","16,288,780",2.56,,,
California,04/01/2017,"35,367",03/25/2017,"393,445","16,288,780",2.42,,,
California,04/08/2017,"43,753",04/01/2017,"401,748","16,386,501",2.45,,,
California,04/15/2017,"47,139",04/08/2017,"381,526","16,386,501",2.33,,,
California,04/22/2017,"45,118",04/15/2017,"384,361","16,386,501",2.35,,,
California,04/29/2017,"43,906",04/22/2017,"381,890","16,386,501",2.33,,,
California,05/06/2017,"43,076",04/29/2017,"364,455","16,386,501",2.22,,,
California,05/13/2017,"37,564",05/06/2017,"341,907","16,386,501",2.09,,,
California,05/20/2017,"38,020",05/13/2017,"351,230","16,386,501",2.14,,,
California,05/27/2017,"42,833",05/20/2017,"344,586","16,386,501",2.1,,,
California,06/03/2017,"34,520",05/27/2017,"306,664","16,386,501",1.87,,,
California,06/10/2017,"40,929",06/03/2017,"335,391","16,386,501",2.05,,,
California,06/17/2017,"42,543",06/10/2017,"328,443","16,386,501",2,,,
California,06/24/2017,"46,687",06/17/2017,"327,958","16,386,501",2,,,
California,07/01/2017,"46,015",06/24/2017,"349,417","16,386,501",2.13,,,
California,07/08/2017,"37,798",07/01/2017,"305,196","16,471,222",1.85,,,
California,07/15/2017,"44,660",07/08/2017,"350,317","16,471,222",2.13,,,
California,07/22/2017,"44,966",07/15/2017,"341,278","16,471,222",2.07,,,
California,07/29/2017,"42,475",07/22/2017,"340,754","16,471,222",2.07,,,
California,08/05/2017,"39,523",07/29/2017,"346,962","16,471,222",2.11,,,
California,08/12/2017,"37,072",08/05/2017,"330,965","16,471,222",2.01,,,
California,08/19/2017,"37,843",08/12/2017,"337,727","16,471,222",2.05,,,
California,08/26/2017,"38,819",08/19/2017,"329,595","16,471,222",2,,,
California,09/02/2017,"37,777",08/26/2017,"327,903","16,471,222",1.99,,,
California,09/09/2017,"30,402",09/02/2017,"297,261","16,471,222",1.8,,,
California,09/16/2017,"39,899",09/09/2017,"313,472","16,471,222",1.9,,,
California,09/23/2017,"39,371",09/16/2017,"310,142","16,471,222",1.88,,,
California,09/30/2017,"37,388",09/23/2017,"306,277","16,471,222",1.86,,,
California,10/07/2017,"41,888",09/30/2017,"300,200","16,471,222",1.82,,,
California,10/14/2017,"40,977",10/07/2017,"283,405","16,550,811",1.71,,,
California,10/21/2017,"41,871",10/14/2017,"296,407","16,550,811",1.79,,,
California,10/28/2017,"43,283",10/21/2017,"302,351","16,550,811",1.83,,,
California,11/04/2017,"43,653",10/28/2017,"312,899","16,550,811",1.89,,,
California,11/11/2017,"44,894",11/04/2017,"284,449","16,550,811",1.72,,,
California,11/18/2017,"50,994",11/11/2017,"324,625","16,550,811",1.96,,,
California,11/25/2017,"35,936",11/18/2017,"254,163","16,550,811",1.54,,,
California,12/02/2017,"54,267",11/25/2017,"380,313","16,550,811",2.3,,,
California,12/09/2017,"47,792",12/02/2017,"334,048","16,550,811",2.02,,,
California,12/16/2017,"47,721",12/09/2017,"369,439","16,550,811",2.23,,,
California,12/23/2017,"45,239",12/16/2017,"348,593","16,550,811",2.11,,,
California,12/30/2017,"35,363",12/23/2017,"348,237","16,550,811",2.1,,,
California,01/06/2018,"47,290",12/30/2017,"347,280","16,550,811",2.1,,,
California,01/13/2018,"58,962",01/06/2018,"383,701","16,632,810",2.31,,,
California,01/20/2018,"51,749",01/13/2018,"339,287","16,632,810",2.04,,,
California,01/27/2018,"49,062",01/20/2018,"398,473","16,632,810",2.4,,,
California,02/03/2018,"43,687",01/27/2018,"380,202","16,632,810",2.29,,,
California,02/10/2018,"41,154",02/03/2018,"405,765","16,632,810",2.44,,,
California,02/17/2018,"40,230",02/10/2018,"371,984","16,632,810",2.24,,,
California,02/24/2018,"31,072",02/17/2018,"392,058","16,632,810",2.36,,,
California,03/03/2018,"42,718",02/24/2018,"368,738","16,632,810",2.22,,,
California,03/10/2018,"44,552",03/03/2018,"398,557","16,632,810",2.4,,,
California,03/17/2018,"42,127",03/10/2018,"377,516","16,632,810",2.27,,,
California,03/24/2018,"39,173",03/17/2018,"399,410","16,632,810",2.4,,,
California,03/31/2018,"39,130",03/24/2018,"362,286","16,632,810",2.18,,,
California,04/07/2018,"41,072",03/31/2018,"387,730","16,632,810",2.33,,,
California,04/14/2018,"45,026",04/07/2018,"361,512","16,710,351",2.16,,,
California,04/21/2018,"40,673",04/14/2018,"386,990","16,710,351",2.32,,,
California,04/28/2018,"39,940",04/21/2018,"337,467","16,710,351",2.02,,,
California,05/05/2018,"39,065",04/28/2018,"370,182","16,710,351",2.22,,,
California,05/12/2018,"39,382",05/05/2018,"323,744","16,710,351",1.94,,,
California,05/19/2018,"41,544",05/12/2018,"335,046","16,710,351",2.01,,,
California,05/26/2018,"37,545",05/19/2018,"326,317","16,710,351",1.95,,,
California,06/02/2018,"35,607",05/26/2018,"310,451","16,710,351",1.86,,,
California,06/09/2018,"40,198",06/02/2018,"305,840","16,710,351",1.83,,,
California,06/16/2018,"41,417",06/09/2018,"309,011","16,710,351",1.85,,,
California,06/23/2018,"46,837",06/16/2018,"301,549","16,710,351",1.8,,,
California,06/30/2018,"40,433",06/23/2018,"316,331","16,710,351",1.89,,,
California,07/07/2018,"35,046",06/30/2018,"292,678","16,710,351",1.75,,,
California,07/14/2018,"41,391",07/07/2018,"321,230","16,799,074",1.91,,,
California,07/21/2018,"39,610",07/14/2018,"321,417","16,799,074",1.91,,,
California,07/28/2018,"36,564",07/21/2018,"308,049","16,799,074",1.83,,,
California,08/04/2018,"37,852",07/28/2018,"324,126","16,799,074",1.93,,,
California,08/11/2018,"36,609",08/04/2018,"310,455","16,799,074",1.85,,,
California,08/18/2018,"37,154",08/11/2018,"319,025","16,799,074",1.9,,,
California,08/25/2018,"35,722",08/18/2018,"303,782","16,799,074",1.81,,,
California,09/01/2018,"35,413",08/25/2018,"305,384","16,799,074",1.82,,,
California,09/08/2018,"31,348",09/01/2018,"275,418","16,799,074",1.64,,,
California,09/15/2018,"33,418",09/08/2018,"287,158","16,799,074",1.71,,,
California,09/22/2018,"34,363",09/15/2018,"282,235","16,799,074",1.68,,,
California,09/29/2018,"33,403",09/22/2018,"282,559","16,799,074",1.68,,,
California,10/06/2018,"38,015",09/29/2018,"274,676","16,799,074",1.64,,,
California,10/13/2018,"40,612",10/06/2018,"268,204","16,900,653",1.59,,,
California,10/20/2018,"39,783",10/13/2018,"270,349","16,900,653",1.6,,,
California,10/27/2018,"38,096",10/20/2018,"281,013","16,900,653",1.66,,,
California,11/03/2018,"40,888",10/27/2018,"276,927","16,900,653",1.64,,,
California,11/10/2018,"45,094",11/03/2018,"286,543","16,900,653",1.7,,,
California,11/17/2018,"38,233",11/10/2018,"271,293","16,900,653",1.61,,,
California,11/24/2018,"33,988",11/17/2018,"258,905","16,900,653",1.53,,,
California,12/01/2018,"55,049",11/24/2018,"313,468","16,900,653",1.85,,,
California,12/08/2018,"47,395",12/01/2018,"325,163","16,900,653",1.92,,,
California,12/15/2018,"47,515",12/08/2018,"327,460","16,900,653",1.94,,,
California,12/22/2018,"48,469",12/15/2018,"336,011","16,900,653",1.99,,,
California,12/29/2018,"38,362",12/22/2018,"310,725","16,900,653",1.84,,,
California,01/05/2019,"38,536",12/29/2018,"348,968","16,900,653",2.06,,,
California,01/12/2019,"53,519",01/05/2019,"366,000","16,987,900",2.15,,,
California,01/19/2019,"48,844",01/12/2019,"371,261","16,987,900",2.19,,,
California,01/26/2019,"56,886",01/19/2019,"388,607","16,987,900",2.29,,,
California,02/02/2019,"48,904",01/26/2019,"363,358","16,987,900",2.14,,,
California,02/09/2019,"44,850",02/02/2019,"371,696","16,987,900",2.19,,,
California,02/16/2019,"43,516",02/09/2019,"360,835","16,987,900",2.12,,,
California,02/23/2019,"34,449",02/16/2019,"386,100","16,987,900",2.27,,,
California,03/02/2019,"41,085",02/23/2019,"380,331","16,987,900",2.24,,,
California,03/09/2019,"40,896",03/02/2019,"402,138","16,987,900",2.37,,,
California,03/16/2019,"41,128",03/09/2019,"372,306","16,987,900",2.19,,,
California,03/23/2019,"39,832",03/16/2019,"384,846","16,987,900",2.27,,,
California,03/30/2019,"38,528",03/23/2019,"368,658","16,987,900",2.17,,,
California,04/06/2019,"36,227",03/30/2019,"373,823","16,987,900",2.2,,,
California,04/13/2019,"39,429",04/06/2019,"347,023","17,063,245",2.03,,,
California,04/20/2019,"43,900",04/13/2019,"361,762","17,063,245",2.12,,,
California,04/27/2019,"40,312",04/20/2019,"333,180","17,063,245",1.95,,,
California,05/04/2019,"38,392",04/27/2019,"342,461","17,063,245",2.01,,,
California,05/11/2019,"39,618",05/04/2019,"330,763","17,063,245",1.94,,,
California,05/18/2019,"37,428",05/11/2019,"344,735","17,063,245",2.02,,,
California,05/25/2019,"38,275",05/18/2019,"319,156","17,063,245",1.87,,,
California,06/01/2019,"34,781",05/25/2019,"317,598","17,063,245",1.86,,,
California,06/08/2019,"41,288",06/01/2019,"317,108","17,063,245",1.86,,,
California,06/15/2019,"38,753",06/08/2019,"300,412","17,063,245",1.76,,,
California,06/22/2019,"44,396",06/15/2019,"306,005","17,063,245",1.79,,,
California,06/29/2019,"42,404",06/22/2019,"300,575","17,063,245",1.76,,,
California,07/06/2019,"35,194",06/29/2019,"307,450","17,063,245",1.8,,,
California,07/13/2019,"39,061",07/06/2019,"301,444","17,144,715",1.76,,,
California,07/20/2019,"39,341",07/13/2019,"306,388","17,144,715",1.79,,,
California,07/27/2019,"38,438",07/20/2019,"311,686","17,144,715",1.82,,,
California,08/03/2019,"36,041",07/27/2019,"305,372","17,144,715",1.78,,,
California,08/10/2019,"41,404",08/03/2019,"329,057","17,144,715",1.92,,,
California,08/17/2019,"35,430",08/10/2019,"294,646","17,144,715",1.72,,,
California,08/24/2019,"34,596",08/17/2019,"307,762","17,144,715",1.8,,,
California,08/31/2019,"34,358",08/24/2019,"290,655","17,144,715",1.7,,,
California,09/07/2019,"30,771",08/31/2019,"269,570","17,144,715",1.57,,,
California,09/14/2019,"34,650",09/07/2019,"285,564","17,144,715",1.67,,,
California,09/21/2019,"35,161",09/14/2019,"279,176","17,144,715",1.63,,,
California,09/28/2019,"33,226",09/21/2019,"277,881","17,144,715",1.62,,,
California,10/05/2019,"33,326",09/28/2019,"276,630","17,144,715",1.61,,,
California,10/12/2019,"40,182",10/05/2019,"260,397","17,203,829",1.51,,,
California,10/19/2019,"39,191",10/12/2019,"258,717","17,203,829",1.5,,,
California,10/26/2019,"41,081",10/19/2019,"281,060","17,203,829",1.63,,,
California,11/02/2019,"39,332",10/26/2019,"267,628","17,203,829",1.56,,,
California,11/09/2019,"45,816",11/02/2019,"284,199","17,203,829",1.65,,,
California,11/16/2019,"40,749",11/09/2019,"274,354","17,203,829",1.59,,,
California,11/23/2019,"49,133",11/16/2019,"291,706","17,203,829",1.7,,,
California,11/30/2019,"36,457",11/23/2019,"259,563","17,203,829",1.51,,,
California,12/07/2019,"48,434",11/30/2019,"327,504","17,203,829",1.9,,,
California,12/14/2019,"47,521",12/07/2019,"321,564","17,203,829",1.87,,,
California,12/21/2019,"49,943",12/14/2019,"325,387","17,203,829",1.89,,,
California,12/28/2019,"34,301",12/21/2019,"300,551","17,203,829",1.75,,,
California,01/04/2020,"36,720",12/28/2019,"359,606","17,203,829",2.09,,,
California,01/11/2020,"51,993",01/04/2020,"356,376","17,265,039",2.06,,,
California,01/18/2020,"64,858",01/11/2020,"376,947","17,265,039",2.18,,,
California,01/25/2020,"45,596",01/18/2020,"336,269","17,265,039",1.95,,,
California,02/01/2020,"43,458",01/25/2020,"388,341","17,265,039",2.25,,,
California,02/08/2020,"40,392",02/01/2020,"359,156","17,265,039",2.08,,,
California,02/15/2020,"43,445",02/08/2020,"375,305","17,265,039",2.17,,,
California,02/22/2020,"34,979",02/15/2020,"349,252","17,265,039",2.02,,,
California,02/29/2020,"41,678",02/22/2020,"369,988","17,265,039",2.14,,,
California,03/07/2020,"43,385",02/29/2020,"378,864","17,265,039",2.19,,,
California,03/14/2020,"57,606",03/07/2020,"351,344","17,265,039",2.04,,,
California,03/21/2020,"186,333",03/14/2020,"421,912","17,265,039",2.44,,,
California,03/28/2020,"1,058,325",03/21/2020,"400,565","17,265,039",2.32,,,
California,04/04/2020,"918,814",03/28/2020,"1,076,761","17,265,039",6.24,,,
California,04/11/2020,"655,472",04/04/2020,"1,429,954","17,330,010",8.25,,,
California,04/18/2020,"528,360",04/11/2020,"2,422,458","17,330,010",13.98,,,
California,04/25/2020,"325,343",04/18/2020,"1,887,575","17,330,010",10.89,,,
California,05/02/2020,"316,257",04/25/2020,"4,808,361","17,330,010",27.75,,,
California,05/09/2020,"212,667",05/02/2020,"2,850,204","17,330,010",16.45,,,
California,05/16/2020,"244,431",05/09/2020,"3,565,153","17,330,010",20.57,,,
California,05/23/2020,"203,262",05/16/2020,"2,155,310","17,330,010",12.44,,,
California,05/30/2020,"228,634",05/23/2020,"2,752,401","17,330,010",15.88,,,
California,06/06/2020,"255,836",05/30/2020,"2,812,484","17,330,010",16.23,,,
California,06/13/2020,"241,424",06/06/2020,"3,001,413","17,330,010",17.32,,,
California,06/20/2020,"284,494",06/13/2020,"2,779,425","17,330,010",16.04,,,
California,06/27/2020,"277,362",06/20/2020,"2,901,601","17,330,010",16.74,,,
California,07/04/2020,"264,791",06/27/2020,"2,758,474","17,330,010",15.92,,,
California,07/11/2020,"284,914",07/04/2020,"2,946,807","17,396,834",16.94,,,
California,07/18/2020,"289,594",07/11/2020,"2,704,904","17,396,834",15.55,,,
California,07/25/2020,"244,653",07/18/2020,"3,140,619","17,396,834",18.05,,,
California,08/01/2020,"222,043",07/25/2020,"2,789,482","17,396,834",16.03,,,
California,08/08/2020,"202,509",08/01/2020,"2,961,188","17,396,834",17.02,,,
California,08/15/2020,"190,354",08/08/2020,"2,806,840","17,396,834",16.13,,,
California,08/22/2020,"196,916",08/15/2020,"2,837,991","17,396,834",16.31,,,
California,08/29/2020,"219,563",08/22/2020,"2,570,005","17,396,834",14.77,,,
California,09/05/2020,"243,404",08/29/2020,"3,012,587","17,396,834",17.32,,,
California,09/12/2020,"226,004",09/05/2020,"2,724,331","17,396,834",15.66,,,
California,09/19/2020,"226,179",09/12/2020,"2,802,145","17,396,834",16.11,,,
California,09/26/2020,"171,220",09/19/2020,"2,274,592","17,396,834",13.07,,,
California,10/03/2020,"148,213",09/26/2020,"2,212,779","17,396,834",12.72,,,
California,10/10/2020,"176,083",10/03/2020,"2,011,273","17,473,068",11.51,,,
California,10/17/2020,"159,876",10/10/2020,"1,836,240","17,473,068",10.51,,,
California,10/24/2020,"152,176",10/17/2020,"1,653,245","17,473,068",9.46,,,
California,10/31/2020,"152,480",10/24/2020,"1,561,263","17,473,068",8.94,,,
California,11/07/2020,"157,773",10/31/2020,"1,446,336","17,473,068",8.28,,,
California,11/14/2020,"158,825",11/07/2020,"1,388,837","17,473,068",7.95,,,
California,11/21/2020,"168,186",11/14/2020,"1,277,409","17,473,068",7.31,,,
California,11/28/2020,"130,383",11/21/2020,"1,103,423","17,473,068",6.31,,,
California,12/05/2020,"178,724",11/28/2020,"1,224,826","17,473,068",7.01,,,
California,12/12/2020,"204,388",12/05/2020,"1,159,688","17,473,068",6.64,,,
California,12/19/2020,"158,661",12/12/2020,"1,006,699","17,473,068",5.76,,,
California,12/26/2020,"168,732",12/19/2020,"1,048,514","17,473,068",6,,,
California,01/02/2021,"160,989",12/26/2020,"876,615","17,473,068",5.02,,,
California,01/09/2021,"182,625",01/02/2021,"973,908","16,937,325",5.75,,,
California,01/16/2021,"117,242",01/09/2021,"894,354","16,937,325",5.28,,,
California,01/23/2021,"58,226",01/16/2021,"816,618","16,937,325",4.82,,,
California,01/30/2021,"109,251",01/23/2021,"778,456","16,937,325",4.6,,,
,,,,,,,,,
Run Date: 2/16/2021,,,,,,,,,
